Key	en	Status	ja
WORK_OBJECT_TYPE	Work Object Type	Uploaded	作業オブジェクトのタイプ
VERIFICATION_METHODS_API_DOWN_SMART_PIN_MSG	The system is currently unavailable to retrieve the customer's PIN. Please validate via verification code by SMS or email	Uploaded	現在、システムは顧客の PIN を取得できません。 SMS または電子メールで確認コードを介して検証してください
MDN	MDN	Uploaded	MDN
COMPLETION_DATE	Completion Date	Uploaded	完了日
REASON	Reason	Uploaded	理由
UPSELL_OFFER_ADVINS~ADVPRO	["AT&T Protect Advantage for 1 includes these great benefits for one low monthly price:","- Insurance coverage for for your device","- $29 cracked screen repair deductible","- Unlimited battery replacements during coverage period with $0 deductible, with ProTech approval","- Unlimited ProTech expert support","- Unlimited secure cloud storage for photos and videos.","- Three available claims in a 12 month period","It only takes a few moments to complete the upgrade, and you can start enjoying the added benefits right away."]	Uploaded	["AT&T Protect Advantage for 1 には、低額の月額料金で次のような優れた特典が含まれています:"、"- デバイスに対する保険補償"、"- 29 ドルの画面割れ修理の免責金額"、"- 免責金額 0 ドルで、補償期間中無制限のバッテリー交換、 ProTech の承認付き"、"- 無制限の ProTech 専門家サポート"、"- 写真とビデオのための無制限の安全なクラウド ストレージ。"、"- 12 か月間で 3 件の請求が可能"、"アップグレードの完了には数分しかかかりません。すぐに追加のメリットを享受し始めることができます。」]
EXP_MM	EXP.MM	Uploaded	経験値MM
INTERNET_BLUETOOTH_LABEL	Internet or Bluetooth	Uploaded	インターネットまたは Bluetooth
MALFUNCTION	Malfunction	Uploaded	故障
FETCHING_HOLDS	Fetching Holds	Uploaded	ホールドのフェッチ
UPDATING_ASSET_DETAILS	Updating asset details...	Uploaded	アセットの詳細を更新しています...
PROCESSING_WORK_ITEM	Processing work item...	Uploaded	作業項目を処理しています...
SERVICE_FEE_PUSHBACK	Service Fee Pushback	Uploaded	サービス料金のプッシュバック
RETURN_FEE_LABEL	Fee if not returned	Uploaded	返却されなかった場合の手数料
CALL_REASON	Call Reason	Uploaded	電話の理由
ADDRESS	Address	Uploaded	住所
NO	No	Uploaded	いいえ
SUBMITTING_BUYOUT	Submitting Buyout	Uploaded	バイアウトの送信
EXPRESS_CHECKIN_NAME	Name	Uploaded	名前
EXPRESS_CHECKIN_VERIFIEDASSETID	VerifiedAssetId	Uploaded	検証済み資産ID
PHONE	Phone	Uploaded	電話
FAILURE_DETAILS	Failure Details	Uploaded	障害の詳細
CUSTOMER_NOT_VERIFIED_MSG	Security Verification failed based on the submitted information. Please verify the information with the customer and try again.	Uploaded	送信された情報に基づくセキュリティ検証は失敗しました。お客様に情報をご確認いただき、再度お試しください。
CALL_REASON_OTHER	Other	Uploaded	他の
FETCHING_SEGMENT_DATA	Fetching segment data	Uploaded	セグメントデータの取得
REFERENCE	Reference	Uploaded	参照
FETCHING_BRANDS_FOR_DEVICE	Fetching brands for device	Uploaded	デバイスのブランドを取得しています
INCIDENT_DATE_ERROR_LABEL	Incident Date is required	Uploaded	事件発生日は必須です
CALL_REASON_LABEL	Please select the reason for the call	Uploaded	電話の理由を選択してください
TYPE_IS_REQUIRED	Type is required	Uploaded	タイプは必須です
VERIFYING_PASSCODE	Verifying PassCode	Uploaded	パスコードの確認
NEW_DEVICE_DETAILS	New Device Details	Uploaded	新しいデバイスの詳細
FETCHING_CONFIG_MANAGER_DATA	Fetching config manager data	Uploaded	構成マネージャーのデータを取得しています
APPROVED_AMOUNT_LABEL	Additional reimbursement amount has been approved! New reimbursement amount is:	Uploaded	追加の償還額が承認されました。新たな償還額は次のとおりです。
SMART_PIN_HEADER	Security Verification Method	Uploaded	セキュリティ検証方法
DROP_OFF_TIME	Drop-off Time	Uploaded	降車時間
FETCHING_CONTACT_POINTS	Fetching Contact Points	Uploaded	連絡先の取得
TRACKING#	Tracking#	Uploaded	追跡＃
MAX_SLOTS	The device registration limit of 4 devices has been met.	Uploaded	デバイス登録制限の 4 台に達しました。
ADD_DEVICE_LABEL	Add Device & Start Incident	Uploaded	デバイスを追加してインシデントを開始
SHIP_TO_REPAIR	Ship for Repair	Uploaded	修理のために発送する
RESUME_INCIDENT	Resume Incident	Uploaded	インシデントを再開する
SR_STATUS	SR Status	Uploaded	SRステータス
DRIVERS_LICENSE_NUMBER	Drivers License Number	Uploaded	運転免許証番号
COSMETIC_DAMAGE	Costmetic Damage	Uploaded	コストダメージ
SERVICE_ORDER_NUMBER	Service Order Number	WorkbasketUploaded	サービス注文番号
TOTAL_DUE	Total Due	Uploaded	支払総額
QUERY_WHY_SHOULD_I_PAY_DEDUCTIBLE	What should I say if the customer asks why they have to pay a monthly fee and still pay a deductible?	Uploaded	なぜ月額料金を支払っているのに免責金額を支払わなければならないのかを顧客に尋ねられたら、何と答えるべきでしょうか?
FETCHING_SERVICE_PROVIDERS	Fetching Service Providers	Uploaded	サービスプロバイダーの取得
VERIFYING_ADDRESS_AND_EMAIL	Verifying Address And Email	Uploaded	住所とメールアドレスの確認
LIQUID_DAMAGE	LQDDMG	Uploaded	LQDDMG
FETCHING_CUSTOMER_ENROLLMENT_OFFERS	Fetching Customer Enrollment Offers	Uploaded	顧客登録オファーの取得
EDIT_AMOUNT_REQUEST	Edit Amount Request	Uploaded	金額リクエストの編集
FEE_NOT_APPLICABLE	Fee not Applicable.	Uploaded	料金は適用されません。
RETRIEVING_CASE_DETAILS	Retrieving Case Details	Uploaded	ケースの詳細の取得
MODEL_NUMBER	Model Number	Uploaded	モデル番号
CRACKED_SCREEN	Cracked Screen	Uploaded	ひび割れた画面
PFR_SUBMITTED_IPD	A PFR reimbursement request has already been submitted for this customer. Please check Account Home for updates.	Uploaded	この顧客に対して PFR 償還リクエストはすでに送信されています。最新情報については、アカウント ホームを確認してください。
FETCHING_REGISTERED_DEVICES	Fetching Registered Devices	Uploaded	登録されたデバイスの取得
FETCHING_AVAILABLE_PROFILES	Fetching Available Profiles	Uploaded	利用可能なプロファイルの取得
UPDATING_INTERACTION	Updating Interaction	Uploaded	インタラクションの更新
TODAYS_HOURS	Today's Hours	Uploaded	本日の営業時間
N_I_D	National Id	Uploaded	国民ID
UPSELL_OFFER_MDPPINSB~MDPPSUPPB	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial AT&T Protect Advantage for 4 upgrade offer: ","The monthly charge is $40.00 per mobile account enrolled, billed to your wireless account. You get eight shared claims within a consecutive 12 month period, with a maximum device value of $2500 per claim. A non-refundable deductible will be charged to your wireless account for each approved claim. Deductible amounts for devices connected to the AT&T network range from $25-$299, depending on the device tier. For devices not connected to the AT&T network, like a Wi-Fi tablet, deductible amounts range from $89-$299, depending upon the type of device, and whether it needs to be repaired or replaced. For a full list of eligible devices and the deductible amounts go to phoneclaim.com/att. Claims may be fulfilled with new or refurbished equipment of the same model, or other models of like kind and quality. Color, features, and accessory compatibility is not guaranteed. You may cancel your optional insurance coverage at any time and receive a prorated refund of your monthly charge. For coverage details, visit phoneclaim.com/att"]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の AT&T Protect Advantage for 4 アップグレード オファーに同意する場合、すべての通話で必要です: ","月額料金は、モバイル アカウントごとに $40.00 です。登録され、ワイヤレス アカウントに請求されます。連続 12 か月以内に 8 件の共有請求があり、1 件のデバイスの最大価格は 2500 ドルです。承認された請求ごとに、返金不可の免責金額がワイヤレス アカウントに請求されます。 AT&T ネットワークに接続されているデバイスの範囲は、デバイス層に応じて 25 ～ 299 ドルです。AT&T ネットワークに接続されていないデバイス (Wi-Fi タブレットなど) の控除額は、デバイスの種類に応じて 89 ～ 299 ドルの範囲です。修理または交換が必要かどうか。対象となるデバイスの完全なリストと免責金額については、phoneclaim.com/att をご覧ください。請求は、同じモデルの新品または再生品、あるいは同様の種類および品質の他のモデルで対応される場合があります。 。色、機能、アクセサリの互換性は保証されません。オプションの保険はいつでもキャンセルでき、月々の料金の日割り返金を受けることができます。補償範囲の詳細については、phoneclaim.com/att をご覧ください。"]
BANK_CHECK_DETAILS	Bank Check Details	Uploaded	銀行小切手の詳細
OPTIONS	Options	Uploaded	オプション
ASSET_START_DATE	Asset Start Date	Uploaded	資産開始日
SUBMITTING_WORKITEM	Submitting workitem	Uploaded	作業項目の送信
CONTACT_WITH_LIQUID_LABEL	Contact with Liquid	Uploaded	液体との接触
DAYS_IN_REPAIR	Days In Repair	Uploaded	修理日数
PROGRAM	Program	Uploaded	プログラム
FETCHING_PROFILE_PERMISSIONS	Fetching Profile Permissions	Uploaded	プロファイル権限の取得
